"			1999-01",136,-0.8,-6.5,5.5
"			1999-01",138,2.9,-1.1,7.6
"			1999-01",115,2.9,0.6,5.7
"			1999-01",119,-1.1,-5.7,4.1
"			1999-01",121,-2.7,-8.7,3.9
"			1999-01",127,-2.2,-8.1,4.5
"			1999-01",129,-0.4,-5.8,4.5
"			1999-02",130,3.5,-1.2,8.2
"			1999-02",105,3.8,-0.1,8.1
"			1999-02",106,3.5,-0.9,7.7
"			1999-02",108,0.7,-3.1,5
"			1999-02",112,0.5,-3,5.1
"			1999-02",114,-0.8,-5.9,4.9
"			1999-02",90,3,-1.1,7.2
"			1999-02",95,-2.1,-8.3,3.9
"			1999-02",98,-1,-6.2,4.8
"			1999-02",100,-4.2,-8.8,0.9
"			1999-02",101,-1,-7.2,5.8
"			1999-02",164,3,-0.5,7.3
"			1999-02",294,3.7,-1.7,9.1
"			1999-02",295,3.7,-1.5,8.8
"			1999-02",256,1.8,-3.7,9.1
"			1999-02",187,6.2,2.2,10.3
"			1999-02",265,6.2,2.2,10.3
"			1999-02",281,2,-4,8.2
"			1999-02",284,0.8,-5.7,7.6
"			1999-02",285,2,-4.5,9.3
"			1999-02",288,2.3,-4.4,9.6
"			1999-02",289,2.5,-3.2,8.8
"			1999-02",271,-1.6,-9.5,6.3
"			1999-02",272,0.2,-5.5,5.4
"			1999-02",273,1,-4.5,6.3
"			1999-02",277,3,-1.8,7.6
"			1999-02",278,-0.3,-7.8,7.7
"			1999-02",279,2.2,-3.9,8.2
"			1999-02",247,0.7,-5.2,7.8
"			1999-02",248,-0.4,-5.6,5.5
"			1999-02",260,2.9,-2.3,9
"			1999-02",261,3.6,-1.5,9.4
"			1999-02",262,3.6,-1.7,9.1
"			1999-02",236,1.1,-4.7,7.7
"			1999-02",238,-0.3,-6.3,6.3
"			1999-02",243,1.7,-3.2,6.8
"			1999-02",244,-0.9,-6.4,5.3
"			1999-02",245,2,-2.5,7.1
"			1999-02",212,-2.3,-8.4,4.8
"			1999-02",216,-2,-6.9,3
"			1999-02",221,-2.1,-9.1,4.6
"			1999-02",226,0.2,-6.1,6.6
"			1999-02",232,-0.5,-6.9,5.8
"			1999-02",235,1.8,-2.5,6.4
"			1999-02",192,2.3,-4.1,9.3
"			1999-02",201,-0.8,-5.8,4.2
"			1999-02",202,-0.5,-5.8,5.2
"			1999-02",203,-0.8,-6.5,5.4
"			1999-02",211,-0.6,-7,5.8
"			1999-02",170,4.1,0.5,8.5
"			1999-02",184,7,4,10.2
"			1999-02",185,6.6,4.3,9.8
"			1999-02",188,6.2,2.2,10.3
"			1999-02",189,7.8,4.5,11.4
"			1999-02",156,3,-1.4,7.9
"			1999-02",159,5.3,1.2,10
"			1999-02",162,4.5,0,9.7
"			1999-02",165,3.6,0,7.7
"			1999-02",168,4.4,0.7,8.5
"			1999-02",169,4.5,2.3,7.2
"			1999-02",140,1.9,-1.8,5.5
"			1999-02",143,3.4,-1.3,8.2
"			1999-02",146,2.1,-2.1,6.9
"			1999-02",152,4.6,0,9.3
"			1999-02",155,4.9,0,10.1
"			1999-02",131,1,-4.2,6.5
"			1999-02",133,1.2,-4,6.6
"			1999-02",135,0.7,-4.4,5.9
"			1999-02",136,1,-5,6.9
"			1999-02",138,4.4,0.3,9
"			1999-02",115,2.7,-0.2,5.7
"			1999-02",119,0.4,-4.2,5.3
"			1999-02",121,-1.1,-7.3,5.4
"			1999-02",127,-0.6,-6.7,5.9
"			1999-02",129,0.3,-5,5.4
"			1999-03",130,6.7,1.7,11
"			1999-03",105,6.9,2,11.7
"			1999-03",106,6.3,1.6,10.7
"			1999-03",108,6.7,1.6,11.7
"			1999-03",112,5.8,1.4,11.1
"			1999-03",114,5.3,-0.8,11.7
"			1999-03",90,5.6,1.3,9.8
"			1999-03",95,3.4,-3.1,10.2
"			1999-03",98,4.7,-1.2,11.2
"			1999-03",100,0.4,-4.7,5.7
"			1999-03",101,4.7,-1.9,12
"			1999-03",164,6.8,2.9,11.2
"			1999-03",294,8,3.1,12.9
"			1999-03",295,7.7,2.9,13
"			1999-03",256,7,0.7,14
"			1999-03",187,10.1,6,13.7
"			1999-03",265,10.1,6,13.7
"			1999-03",281,6.5,0.1,13.2
"			1999-03",284,5.9,-1.1,12.9
"			1999-03",285,6.7,0.2,13.7
"			1999-03",288,7.6,1.7,14
"			1999-03",289,6.8,0.3,13.9
"			1999-03",271,4,-3.4,12.2
"			1999-03",272,5.3,-1.2,12
"			1999-03",273,5.5,-0.6,12
"			1999-03",277,6.5,1.2,11.7
"			1999-03",278,5.2,-2.1,13.5
"			1999-03",279,6.9,0.8,13.6
"			1999-03",247,6.4,-0.6,14
"			1999-03",248,5.1,-1.4,12.2
"			1999-03",260,7.6,1.6,13.6
"			1999-03",261,8,2,13.7
"			1999-03",262,7.9,2,13.5
"			1999-03",236,6.7,0.2,13.5
"			1999-03",238,5,-1.6,12.4
"			1999-03",243,6,0.1,12.1
"			1999-03",244,4.9,-1.7,12
"			1999-03",245,6.7,0.9,12.8
"			1999-03",212,3.8,-3.3,11.6
"			1999-03",216,2.6,-3.4,8.8
"			1999-03",221,3.9,-3.2,11.1
"			1999-03",226,5.5,-1.3,12.7
"			1999-03",232,4.8,-2.2,11.4
"			1999-03",235,6.1,1.2,11.3
"			1999-03",192,7.3,1.2,13.9
"			1999-03",201,4.5,-1.1,10.3
"			1999-03",202,5.5,-1,12.4
"			1999-03",203,4.8,-1.9,11.8
"			1999-03",211,4.2,-2.4,11.6
"			1999-03",170,8.2,3.8,12.6
"			1999-03",184,10.5,7.1,14
"			1999-03",185,9.9,6.9,13.1
"			1999-03",188,10.1,6,13.7
"			1999-03",189,11.6,8.6,14.7
"			1999-03",156,8.3,2.9,13.6
"			1999-03",159,9.5,5.8,13.7
"			1999-03",162,8.8,4.7,13.4
"			1999-03",165,7.3,3.3,11.8
"			1999-03",168,8.6,5.2,12.3
"			1999-03",169,6.7,4.5,9.4
"			1999-03",140,6.4,2.4,11.2
"			1999-03",143,8.2,3.2,13.6
"			1999-03",146,7.5,2.1,13.2
"			1999-03",152,8.2,3.8,12.7
"			1999-03",155,9,4.8,13.6
"			1999-03",131,6.6,0.5,12.6
"			1999-03",133,6.4,0.5,12.5
"			1999-03",135,5.7,-0.3,12.5
"			1999-03",136,6.2,-0.1,12.8
"			1999-03",138,8.4,4.2,12.6
"			1999-03",115,6,2.8,9.4
"			1999-03",119,6,0.5,11.8
"			1999-03",121,4.9,-1.8,12
"			1999-03",127,5.3,-1.5,12.4
"			1999-03",129,5.1,-0.4,10.9
"			1999-04",130,11.8,7.3,16.3
"			1999-04",105,13.1,8.1,18
"			1999-04",106,11.5,7.1,15.9
"			1999-04",108,13.9,8.7,19.3
"			1999-04",112,12.2,8.2,18
"			1999-04",114,12.9,6,20.2
"			1999-04",90,11.5,7.1,15.7
"			1999-04",95,11.4,4.1,18.6
"			1999-04",98,12.3,5.8,19.3
"			1999-04",100,6.9,1.5,12.4
"			1999-04",101,12.3,4.8,20.1
"			1999-04",164,11.9,7.7,17.3
"			1999-04",294,13.2,7.6,18.5
"			1999-04",295,13.2,7.9,19.2
"			1999-04",256,13,5.9,21.1
"			1999-04",187,13.9,9.9,18.2
"			1999-04",265,13.9,9.9,18.2
"			1999-04",281,12.7,5.4,19.8
"			1999-04",284,12.5,5,20.1
"			1999-04",285,13.6,6.3,21.2
"			1999-04",288,13.6,6.6,20.8
"			1999-04",289,13.2,6.3,21
"			1999-04",271,10.6,2.3,19.3
"			1999-04",272,12.1,4.9,19.6
"			1999-04",273,12.6,5.5,19.7
"			1999-04",277,11.9,6.6,17.5
"			1999-04",278,12.2,4,21
"			1999-04",279,13.9,7.3,21.2
"			1999-04",247,12.9,5.1,21.1
"			1999-04",248,11.1,4.1,18.8
"			1999-04",260,12.7,6.3,19.4
"			1999-04",261,13,6.9,19.5
"			1999-04",262,13.4,7.5,19.6
"			1999-04",236,13.2,6.1,21.1
"			1999-04",238,11.8,4.6,19.9
"			1999-04",243,11.1,5.4,17.7
"			1999-04",244,10.9,3.7,18.8
"			1999-04",245,12.6,6.3,19.9
"			1999-04",212,11.1,3.4,19.7
"			1999-04",216,8.8,2.6,15.2
"			1999-04",221,11.1,3.4,19.2
"			1999-04",226,12.5,5,20
"			1999-04",232,11.8,5.4,18.8
"			1999-04",235,11.5,6.5,17
"			1999-04",192,13.5,7,20.6
"			1999-04",201,11.4,5.8,17.5
"			1999-04",202,13,5.8,20.7
"			1999-04",203,12.4,5.3,20.1
"			1999-04",211,11.4,4.3,19.1
"			1999-04",170,13.4,8.7,18.9
"			1999-04",184,14.3,11,18.4
"			1999-04",185,13.3,10.7,16.8
"			1999-04",188,13.9,9.9,18.2
"			1999-04",189,15.4,12.3,18.6
"			1999-04",156,14.1,8.4,20.7
"			1999-04",159,14.4,10.7,18.7
"			1999-04",162,13.8,9.3,18.5
"			1999-04",165,12.5,8.6,17.7
"			1999-04",168,13.6,10.4,17.6
"			1999-04",169,11,8.4,14.4
"			1999-04",140,11.5,7.8,16.4
"			1999-04",143,14.9,9.2,20.8
"			1999-04",146,13.4,7.7,20.3
"			1999-04",152,13.7,8.8,18.9
"			1999-04",155,14.5,9.7,19.7
"			1999-04",131,14,7.4,20.5
"			1999-04",133,13.7,7.2,20.2
"			1999-04",135,12.8,5.8,19.9
"			1999-04",136,13.2,6.2,20.2
"			1999-04",138,13.9,9.8,18.4
"			1999-04",115,11.1,7.7,15.1
"			1999-04",119,12.8,7.4,19.1
"			1999-04",121,12,4.3,20.1
"			1999-04",127,12.6,5.3,20.6
"			1999-04",129,11.7,6,17.8
"			1999-05",105,18.6,13.6,23.4
"			1999-05",106,17,12.5,21.8
"			1999-05",108,17.5,12.4,22.7
"			1999-05",112,16,12.3,21.3
"			1999-05",114,16.9,10.4,23.4
"			1999-05",115,15.6,12,19.5
"			1999-05",90,17,12.8,21.5
"			1999-05",95,16,10.1,22.1
"			1999-05",98,16.3,10.4,22.8
"			1999-05",100,11.6,6.3,17.4
"			1999-05",101,16.6,9.9,23.5
"			1999-05",294,17.5,12.1,22.7
"			1999-05",295,17.5,11.9,23.3
"			1999-05",256,17,9.6,24.7
"			1999-05",187,17.2,12.3,22.1
"			1999-05",265,17.2,12.3,22.1
"			1999-05",164,16.8,12.3,21.9
"			1999-05",281,17.4,10,24.7
"			1999-05",284,16.6,8.7,24.2
"			1999-05",285,18.3,10.8,25.6
"			1999-05",288,17.8,10.8,25
"			1999-05",289,17.5,10,25.3
"			1999-05",272,16.3,9.6,22.8
"			1999-05",273,17.1,10.3,23.9
"			1999-05",277,17,11.4,22.6
"			1999-05",278,16.5,8.4,24.8
"			1999-05",279,18.2,11.3,25.1
"			1999-05",247,17.3,9.5,25.4
"			1999-05",248,15.2,8.1,22.3
"			1999-05",260,16.8,10.6,22.9
"			1999-05",261,17,11.1,23.1
"			1999-05",262,17.3,11.6,22.8
"			1999-05",271,15.1,7,23.5
"			1999-05",236,17.2,10.8,24.2
"			1999-05",238,16.2,9.1,23.5
"			1999-05",243,15.1,9.2,21.5
"			1999-05",244,14.8,7.3,22.7
"			1999-05",245,16.8,10.5,23.5
"			1999-05",216,14,7.8,20.4
"			1999-05",221,15.1,8,22.5
"			1999-05",226,16.4,9.1,23.3
"			1999-05",232,16.2,10.2,22.3
"			1999-05",235,15.5,10.7,20.2
"			1999-05",192,17.9,11,24.9
"			1999-05",201,14.8,9.8,20.3
"			1999-05",202,16.8,10,23.8
"			1999-05",203,16.4,9.9,23
"			1999-05",211,15.6,9.1,22.6
"			1999-05",212,14.4,7.5,22.2
"			1999-05",170,17.5,13.2,22.4
"			1999-05",184,18.4,14.9,22
"			1999-05",185,17,14.4,20.7
"			1999-05",188,17.2,12.3,22.1
"			1999-05",189,18.3,15.2,21.7
"			1999-05",159,18.2,14.8,22.3
"			1999-05",162,17.7,13.5,22
"			1999-05",165,17,13.2,21.7
"			1999-05",168,18,14.6,21.8
"			1999-05",169,15.1,12,18.3
"			1999-05",140,16.3,12.5,20.6
"			1999-05",143,19.5,13.7,25.4
"			1999-05",146,17.7,11.8,24.1
"			1999-05",152,18.6,13.2,24.3
"			1999-05",155,19,14.3,24.4
"			1999-05",156,18,12.5,24.3
"			1999-05",131,17.7,11.6,23.8
"			1999-05",133,17.5,11.5,23.6
"			1999-05",135,17,10.5,23.5
"			1999-05",136,17.5,10.7,24.2
"			1999-05",138,19.1,14.4,24.2
"			1999-05",119,16.9,11.8,22.6
"			1999-05",121,16,8.8,23.5
"			1999-05",127,16.4,9.7,23.5
"			1999-05",129,15.7,10.4,20.9
"			1999-05",130,17.1,12.5,21.8
"			1999-06",105,22.8,19,26.8
"			1999-06",106,20.2,17.3,23.9
"			1999-06",108,23.1,18.5,28.3
"			1999-06",112,21.4,17.6,26.6
"			1999-06",114,22.3,17,28.4
"			1999-06",115,19.3,16.9,22.7
"			1999-06",90,20.8,17.5,24.6
"			1999-06",95,21.2,16.1,26.8
"			1999-06",98,21.8,16.6,27.9
"			1999-06",100,16.6,12.2,22
"			1999-06",101,22.1,16.3,28.6
"			1999-06",294,20.6,16.4,25.4
"			1999-06",295,20.3,16.3,25.6
"			1999-06",256,22.1,16.7,28.8
"			1999-06",187,21.2,17.9,24.7
"			1999-06",265,21.2,17.9,24.7
"			1999-06",164,21.9,18.2,26.5
"			1999-06",281,21.4,16,27.4
"			1999-06",284,21,15,27.4
"			1999-06",285,22.2,16.7,28.6
"			1999-06",288,21.7,16.8,27.5
"			1999-06",289,21.8,16.6,28.4
"			1999-06",272,21.1,14.9,27.4
"			1999-06",273,21.7,15.7,27.9
"			1999-06",277,20.3,16,25
"			1999-06",278,21.2,14.8,28.3
"			1999-06",279,22.5,16.9,28.5
"			1999-06",247,22.8,16.8,29.6
"			1999-06",248,20,14.3,26.3
"			1999-06",260,21.5,17.2,26.6
"			1999-06",261,21.9,17.5,27.1
"			1999-06",262,20.9,16.6,25.8
"			1999-06",271,20.2,13.3,27.9
"			1999-06",236,22.9,17.2,29.7
"			1999-06",238,21.2,15.4,28
"			1999-06",243,19.8,15.1,25.8
"			1999-06",244,20.4,15,26.9
"			1999-06",245,21.8,16.8,28
"			1999-06",216,18.8,13,25.1
"			1999-06",221,20.9,14.8,27.6
"			1999-06",226,21.3,15.2,27.7
"			1999-06",232,21,15.7,27
"			1999-06",235,21.1,17,25.7
"			1999-06",192,22,17.5,27.7
"			1999-06",201,20.1,15.7,25.1
"			1999-06",202,22.3,16.6,28.9
"			1999-06",203,21.9,16.4,28.2
"			1999-06",211,20.9,15.3,27.6
"			1999-06",212,21.1,15.2,28.4
"			1999-06",170,21.7,18.4,26.3
"			1999-06",184,21.8,19,24.9
"			1999-06",185,20.4,18.5,23.6
"			1999-06",188,21.2,17.9,24.7
"			1999-06",189,21.6,19.3,24.6
"			1999-06",159,21.2,18.5,24.6
"			1999-06",162,20.9,17.7,24.8
"			1999-06",165,21.8,18.2,26.3
"			1999-06",168,21.4,18.9,24.7
"			1999-06",169,19.3,16.9,22.1
"			1999-06",140,21.7,18.4,26.1
"			1999-06",143,23.5,18.9,28.4
"			1999-06",146,23.2,18.6,29
"			1999-06",152,21.7,17.9,25.8
"			1999-06",155,22.1,19,26.5
"			1999-06",156,23.3,18.7,28.7
"			1999-06",131,23,17.8,28.5
"			1999-06",133,22.7,17.3,28.4
"			1999-06",135,21.6,16,27.5
"			1999-06",136,22.1,16.5,27.9
"			1999-06",138,22,18.8,26
"			1999-06",119,22.4,18.1,28
"			1999-06",121,21.3,15.3,28.3
"			1999-06",127,21.1,15.4,27.9
"			1999-06",129,21.6,17.1,26.9
"			1999-06",130,20,17,23.5
"			1999-07",105,24.1,21.4,26.9
"			1999-07",106,22.6,20.4,25.6
"			1999-07",108,25.9,22.3,30
"			1999-07",112,24.8,21.6,29.3
"			1999-07",114,24.9,20.9,29.7
"			1999-07",115,21.4,19.6,24
"			1999-07",90,23.1,20.7,25.9
"			1999-07",95,24.1,20.1,28.6
"			1999-07",98,24.9,21,29.5
"			1999-07",100,18,15.7,20.9
"			1999-07",101,24.9,20.7,29.9
"			1999-07",294,23,20.5,26
"			1999-07",295,22,19.4,25.6
"			1999-07",256,24.1,20.4,29
"			1999-07",187,23.1,21.1,25.7
"			1999-07",265,23.1,21.1,25.7
"			1999-07",164,24.4,21.8,28.2
"			1999-07",281,22.9,19.7,27.1
"			1999-07",284,22.5,18.8,27.1
"			1999-07",285,23.7,19.8,28.2
"			1999-07",288,23.7,20.4,28
"			1999-07",289,23.2,20,27.7
"			1999-07",272,22.5,18.4,27.4
"			1999-07",273,23.1,19.1,28.1
"			1999-07",277,22.3,19.4,25.8
"			1999-07",278,23.8,19.1,29.2
"			1999-07",279,24,20.3,28.7
"			1999-07",247,24.5,20.4,29.5
"			1999-07",248,22.4,18.6,26.9
"			1999-07",260,23.3,20.6,26.8
"			1999-07",261,24.1,21.3,27.7
"			1999-07",262,23,20.3,26.2
"			1999-07",271,22.2,17.7,27.8
"			1999-07",236,25.3,21.4,30.4
"			1999-07",238,23.9,19.7,28.9
"			1999-07",243,24.5,20.5,29.4
"			1999-07",244,22.4,18.7,27.1
"			1999-07",245,24.6,20.4,29.5
"			1999-07",216,19.9,16.7,24
"			1999-07",221,23.3,18.9,28.5
"			1999-07",226,23.5,19,28.2
"			1999-07",232,23.7,19.6,28.6
"			1999-07",235,24.4,21.2,28.2
"			1999-07",192,24,21.1,27.8
"			1999-07",201,23.7,20.4,27.8
"			1999-07",202,24.9,20.5,30.1
"			1999-07",203,24.5,20.5,29.5
"			1999-07",211,23.2,19.4,28.4
"			1999-07",212,24.2,19.6,29.9
"			1999-07",170,23.4,21.4,26.4
"			1999-07",184,24,21.9,26.6
"			1999-07",185,23,21.2,26.1
"			1999-07",188,23.1,21.1,25.7
"			1999-07",189,23.6,21.8,26.4
"			1999-07",159,23.5,21.7,26.6
"			1999-07",162,23.7,21.4,26.6
"			1999-07",165,24,21.6,27.2
"			1999-07",168,23.6,21.7,25.8
"			1999-07",169,21.9,20.2,24.3
"			1999-07",140,24.9,22,28.6
"			1999-07",143,24.6,21.9,28.2
"			1999-07",146,25.5,22,29.8
"			1999-07",152,24,21.6,27
"			1999-07",155,24.5,22.2,27.7
"			1999-07",156,25,21.9,29.1
"			1999-07",131,25.5,21.6,29.6
"			1999-07",133,25,21.6,29.1
"			1999-07",135,23.1,19.4,27.3
"			1999-07",136,23.9,20.2,28.1
"			1999-07",138,23.8,21.9,26.4
"			1999-07",119,25.5,22.1,29.7
"			1999-07",121,23.6,19.4,29.1
"			1999-07",127,23,18.6,28.2
"			1999-07",129,24.6,21.4,28.6
"			1999-07",130,22.2,20,25.3
"			1999-08",294,24.2,21.2,27.9
"			1999-08",295,22.8,20.2,26.9
"			1999-08",256,24.3,20.6,29.3
"			1999-08",187,24.7,22.6,27.5
"			1999-08",265,24.7,22.6,27.5
"			1999-08",164,25.5,22.6,29
"			1999-08",281,23.7,20.3,28.2
"			1999-08",284,23,19.5,27.7
"			1999-08",285,24.3,20.8,29.2
"			1999-08",288,24.5,21,28.9
"			1999-08",289,23.9,20.7,28.7
"			1999-08",272,23.1,19,28.2
"			1999-08",273,23.8,20,28.7
"			1999-08",277,22.6,20,26.4
"			1999-08",278,24.3,20,29.6
"			1999-08",279,24.8,21,29.7
"			1999-08",247,25.2,20.9,30.4
"			1999-08",248,23,19,27.8
"			1999-08",260,24.3,21.1,28.1
"			1999-08",261,25.2,21.9,29.2
"			1999-08",262,24.3,21.2,27.6
"			1999-08",271,22.8,18.2,28.5
"			1999-08",236,25.8,21.8,30.9
"			1999-08",238,24.4,20.7,29.5
"			1999-08",243,25.1,21,30.1
"			1999-08",244,22.9,19.2,27.7
"			1999-08",245,25,20.9,30.1
"			1999-08",216,20.1,16.8,24.6
"			1999-08",221,23.3,18.8,28.7
"			1999-08",226,24,20.2,29
"			1999-08",232,24.1,20.3,29
"			1999-08",235,25.1,21.7,29.3
"			1999-08",192,24.9,21.7,29
"			1999-08",201,24.2,20.5,29.2
"			1999-08",202,24.7,20.5,30.5
"			1999-08",203,24.2,20.3,29.2
"			1999-08",211,23,19.3,28.7
"			1999-08",212,24,19.5,30.4
"			1999-08",170,24.9,22.4,28.3
"			1999-08",184,25.6,23.6,28
"			1999-08",185,24.3,22.5,27.2
"			1999-08",188,24.7,22.6,27.5
"			1999-08",189,25.3,23.5,27.9
"			1999-08",159,25.2,23,28.5
"			1999-08",162,25.2,22.6,28.5
"			1999-08",165,25.3,22.5,29
"			1999-08",168,25,22.9,27.5
"			1999-08",169,23.3,21.5,25.6
"			1999-08",140,25.7,22.6,29.2
"			1999-08",143,25.5,22.4,29.1
"			1999-08",146,26.1,22.5,30.5
"			1999-08",152,25.1,22.6,28.3
"			1999-08",155,25.9,23.2,29
"			1999-08",156,25.7,22.5,29.6
"			1999-08",131,25.8,22.1,30.1
"			1999-08",133,25.6,22.1,29.9
"			1999-08",135,23.8,20.2,27.9
"			1999-08",136,24.6,21,28.8
"			1999-08",138,24.4,22.1,27.6
"			1999-08",119,25.9,22.5,30.3
"			1999-08",121,23.6,19.4,28.9
"			1999-08",127,23.2,19.2,28.5
"			1999-08",129,25.1,21.6,29.2
"			1999-08",130,23,20.8,25.8
"			1999-08",105,23.9,21.2,26.8
"			1999-08",106,22.9,20.5,26.2
"			1999-08",108,26,22.3,30.2
"			1999-08",112,25.4,22.2,29.9
"			1999-08",114,24.8,20.6,29.9
"			1999-08",115,23.2,21.4,25.9
"			1999-08",90,23.3,21.1,26.1
"			1999-08",95,24,19.9,28.9
"			1999-08",98,24.9,20.9,29.9
"			1999-08",100,18.3,15.7,21.5
"			1999-08",101,24.5,20.3,30.3
"			1999-09",106,20.9,17.9,24.9
"			1999-09",108,22.9,19.4,27
"			1999-09",112,22.3,19,26.6
"			1999-09",114,21.9,17.5,27.3
"			1999-09",115,21.2,18.8,24.1
"			1999-09",90,21.5,18.5,24.7
"			1999-09",95,20.8,16.6,25.8
"			1999-09",98,21.7,17.8,26.6
"			1999-09",100,16.1,12.9,20.1
"			1999-09",101,21.5,17.7,26.8
"			1999-09",105,22,18.5,25.5
"			1999-09",295,21.6,18.4,26
"			1999-09",256,22.8,18.7,28.8
"			1999-09",187,24.5,21.8,27.9
"			1999-09",265,24.5,21.8,27.9
"			1999-09",164,23.4,20.4,27
"			1999-09",281,21.6,17.7,26.7
"			1999-09",284,21.1,16.9,26.8
"			1999-09",285,22.4,18.6,27.9
"			1999-09",288,22.7,18.9,27.8
"			1999-09",289,22,18.2,27.6
"			1999-09",294,22.6,19.3,26.6
"			1999-09",272,21.7,17.5,27.2
"			1999-09",273,21.1,17.4,26.6
"			1999-09",277,21,17.6,25.1
"			1999-09",278,21.5,17,27.4
"			1999-09",279,22.2,18.5,27.5
"			1999-09",248,20.6,16.5,26.1
"			1999-09",260,22.7,19.1,27.6
"			1999-09",261,23.5,19.7,28.1
"			1999-09",262,22.8,19.2,26.9
"			1999-09",271,20.3,15.8,26.6
"			1999-09",236,22.6,18.8,28.2
"			1999-09",238,21.8,18,27.2
"			1999-09",243,22.5,18.4,27.5
"			1999-09",244,20.8,16.9,26.2
"			1999-09",245,22.6,18.6,27.8
"			1999-09",247,22.8,18.4,28.7
"			1999-09",216,18,14,23.1
"			1999-09",221,20.5,16.1,26.4
"			1999-09",226,21.3,17.3,26.6
"			1999-09",232,21.2,17.1,26.6
"			1999-09",235,22.3,18.9,26.6
"			1999-09",201,20.9,17.1,25.8
"			1999-09",202,21.9,18,27.4
"			1999-09",203,21.2,17.6,26.5
"			1999-09",211,20.5,16.8,26.2
"			1999-09",212,20.9,16.8,27.5
"			1999-09",170,23.5,20.6,26.8
"			1999-09",184,24.6,22.2,26.9
"			1999-09",185,24,22.1,27.2
"			1999-09",188,24.5,21.8,27.9
"			1999-09",189,25,22.8,28
"			1999-09",192,23.1,19.5,27.8
"			1999-09",159,23.8,21.4,27.3
"			1999-09",162,23.7,20.9,27.4
"			1999-09",165,23.5,20.5,27.1
"			1999-09",168,23.6,21.3,26.5
"			1999-09",169,22.3,20.6,24.6
"			1999-09",143,23.3,19.9,27.6
"			1999-09",146,23.6,20.2,28.2
"			1999-09",152,23.2,20.2,26.7
"			1999-09",155,24.3,21.3,28
"			1999-09",156,23.8,20.4,28.1
"			1999-09",131,22.9,19.2,27.4
"			1999-09",133,22.6,19.2,27.1
"			1999-09",135,21.2,17.5,25.8
"			1999-09",136,21.8,18.1,26.7
"			1999-09",138,23,20.4,26.3
"			1999-09",140,22.9,20.1,26.5
"			1999-09",119,22.9,19.5,27.3
"			1999-09",121,21.1,17.1,26.9
